"Composite Scores For Private, Non-Profit and Proprietary Institutions with Fiscal Years Ending Between 7/1/2022 and 6/30/2023
Grouped by:  State, Institution Name
995.0,02090700,Cleveland University-Kansas City,Overland Park,KS,66210-1613,44804.0,Non Profit,2.2
996.0,02603100,"Crave Beauty Academy,LLC",Wichita,KS,67203-5428,44926.0,Proprietary,2.2
997.0,04162700,Eric Fisher Academy,Wichita,KS,67212-3376,44926.0,Proprietary,2.5
998.0,00191800,Friends University,Wichita,KS,67213-3397,45107.0,Non Profit,3.0
999.0,02257700,Hays Academy of Hair Design,Hays,KS,67601-3685,45107.0,Proprietary,3.0
1000.0,04304500,Heartland Welding Academy,Andover,KS,67002-9778,44926.0,Proprietary,1.5
1001.0,00192000,Hesston College,Hesston,KS,67062-3000,45107.0,Non Profit,2.6
1002.0,02168900,Kansas Christian College,Overland Park,KS,66204-1975,45107.0,Non Profit,0.6
1003.0,04300700,Kansas Health Science Center,Wichita,KS,67202-1003,45077.0,Non Profit,3.0
1004.0,00192900,Kansas Wesleyan University,Salina,KS,67401-6196,45107.0,Non Profit,2.2
1005.0,00193100,Manhattan Christian College,Manhattan,KS,66502-4081,45107.0,Non Profit,2.4
1006.0,04284500,Midwest Barber College,Topeka,KS,66611-2358,44926.0,Proprietary,0.6
1007.0,00193900,Newman University,Wichita,KS,67213-2084,45107.0,Non Profit,1.5
1008.0,02134800,Old Town Barber  College,Wichita,KS,67211-1693,45107.0,Proprietary,0.5
1009.0,00193700,Ottawa University,Ottawa,KS,66067-3399,45107.0,Non Profit,0.3
1010.0,04209300,Paul Mitchell The School Overland Park,Overland Park,KS,66212-4050,44804.0,Proprietary,2.7
1011.0,02606300,Paul Mitchell The School Wichita,Wichita,KS,67226-1321,44926.0,Proprietary,1.9
1012.0,00250900,Saint Paul School of Theology,Leawood,KS,66224-3588,45107.0,Non Profit,2.6
1013.0,04297200,Sami Halaseh Institute,Andover,KS,67002-8746,44926.0,Proprietary,1.8
1014.0,00194500,Sterling College,Sterling,KS,67579-1533,45107.0,Non Profit,1.6
1015.0,00194600,Tabor College,Hillsboro,KS,67063-1799,45107.0,Non Profit,1.7
1016.0,00194300,University of Saint Mary,Leavenworth,KS,66048-5023,45107.0,Non Profit,2.3
1017.0,04205300,Y's Hair International,Overland Park,KS,66212-1457,44926.0,Proprietary,1.6
1018.0,04132900,Z Hair Academy,Lawrence,KS,66046-4040,44926.0,Proprietary,2.9
1019.0,00195100,Alice Lloyd College,Pippa Passes,KY,41844-9703,44773.0,Non Profit,2.8
1020.0,02526100,Allure Beauty College,Whitesburg,KY,41858-1352,44926.0,Proprietary,1.7
1021.0,04204800,American College of Barbering,Louisville,KY,40229-2862,44926.0,Proprietary,2.7
1022.0,01048900,American National University,Louisville,KY,40216-4147,44895.0,Proprietary,1.8
1023.0,02159100,Appalachian Beauty School,Belfry,KY,41514-0000,44926.0,Proprietary,2.3
1024.0,00195300,Asbury Theological Seminary,Wilmore,KY,40390-1199,45107.0,Non Profit,3.0
1025.0,00195200,Asbury University,Wilmore,KY,40390-1198,45107.0,Non Profit,3.0
1026.0,04038300,ATA College,Louisville,KY,40223-3832,44834.0,Proprietary,-0.7
1027.0,02491100,Beckfield College,Florence,KY,41042-1466,44926.0,Proprietary,2.5
1028.0,00195400,Bellarmine University,Louisville,KY,40205-1877,45077.0,Non Profit,2.2
1029.0,00195500,Berea College,Berea,KY,40404-2182,45107.0,Non Profit,3.0
1030.0,00195800,Brescia University,Owensboro,KY,42301-3023,45077.0,Non Profit,1.7
1031.0,03611300,Brighton Center's Center for Employment Training,Newport,KY,41071-1968,45107.0,Non Profit,2.8
1032.0,00195900,Campbellsville University,Campbellsville,KY,42718-2799,45107.0,Non Profit,2.7
1033.0,00196100,Centre College of Kentucky,Danville,KY,40422-1394,45107.0,Non Profit,2.2
1034.0,02535600,Clear Creek Baptist Bible College,Pineville,KY,40977-9754,45107.0,Non Profit,2.2
1035.0,04300400,Edge Academy of Beauty,Manchester,KY,40962-8700,45107.0,Proprietary,1.7
1036.0,03885300,Employment Solutions,Lexington,KY,40517-3260,45107.0,Non Profit,2.4
1037.0,03007000,Frontier Nursing University,Versailles,KY,40383-0000,45046.0,Non Profit,3.0
1038.0,00196400,Georgetown College,Georgetown,KY,40324-1628,45107.0,Non Profit,0.7
1039.0,04038700,Ideal Beauty Academy,Louisville,KY,40223-5606,44926.0,Proprietary,1.8
1040.0,00196500,Kentucky Christian University,Grayson,KY,41143-2205,45077.0,Non Profit,2.2
1041.0,04239600,Kentucky Horseshoeing School,Richmond,KY,40475-1810,45107.0,Proprietary,-0.7
1042.0,03002100,Kentucky Mountain Bible College,Jackson,KY,41339-9433,45107.0,Non Profit,2.3
1043.0,00196900,Kentucky Wesleyan College,Owensboro,KY,42301-6057,45077.0,Non Profit,1.5
1044.0,04123900,Lexington Healing Arts Academy,Lexington,KY,40503-1932,44926.0,Proprietary,3.0
1045.0,00197100,Lexington Theological Seminary,Lexington,KY,40503-3337,44773.0,Non Profit,2.2
1046.0,04177600,Lindsey Institute of Cosmetology,Bowling Green,KY,42103-8036,44926.0,Proprietary,2.4
1047.0,00197400,Louisville Presbyterian Theological Seminary,Louisville,KY,40205-1798,45077.0,Non Profit,2.2
1048.0,04249000,Medical Career and Technical College,Richmond,KY,40475-2614,45107.0,Proprietary,2.8
1049.0,00197500,Midway University,Midway,KY,40347-1120,45107.0,Non Profit,2.8
1050.0,02351700,Paul Mitchell the School - Louisville,Louisville,KY,40222-0000,44926.0,Proprietary,3.0
1051.0,02340800,Paul Mitchell The School Lexington,Lexington,KY,40514-1545,44926.0,Proprietary,2.8
1052.0,02337200,PJ's College of Cosmetology,Bowling Green,KY,42101-3759,44926.0,Proprietary,2.8
1053.0,02551100,PJ's College of Cosmetology,Glasgow,KY,42141-2434,44926.0,Proprietary,2.8
1054.0,04247700,Regina Webb Academy,Bowling Green,KY,42104-4457,44926.0,Proprietary,1.6
1055.0,04178000,Simmons College of Kentucky,Louisville,KY,40203-3322,45107.0,Non Profit,2.3
1056.0,00196000,Spalding University,Louisville,KY,40203-2188,45107.0,Non Profit,2.3
1057.0,01042400,Summit Salon Academy,Lexington,KY,40505-9001,44926.0,Proprietary,2.8
1058.0,00200100,Thomas More University,Crestview Hills,KY,41017-3495,45077.0,Non Profit,2.1
1059.0,00198700,Transylvania University,Lexington,KY,40508-1797,45107.0,Non Profit,1.7
1060.0,00198800,Union Commonwealth University,Barbourville,KY,40906-1499,45107.0,Non Profit,2.2
1061.0,00198000,University of Pikeville,Pikeville,KY,41501-1194,45107.0,Non Profit,3.0
1062.0,00196200,University of the Cumberlands,Williamsburg,KY,40769-1372,45107.0,Non Profit,3.0
1063.0,04248400,Academy of Interactive Entertainment,Lafayette,LA,70506-4293,45107.0,Non Profit,2.2
1064.0,02258400,Aveda Arts & Sciences Institute Baton Rouge,Baton Rouge,LA,70816-2246,45107.0,Proprietary,1.9
1065.0,02600900,Aveda Arts & Sciences Institute Covington,Covington,LA,70433-2922,45107.0,Proprietary,1.9
1066.0,02117800,Aveda Arts & Sciences Institute Lafayette,Lafayette,LA,70503-3246,45107.0,Proprietary,1.9
1067.0,00989800,Avery James College,Lake Charles,LA,70601-8511,44926.0,Proprietary,1.6
1068.0,00462100,Ayers Career College,Shreveport,LA,71108-5845,44926.0,Proprietary,1.9
1069.0,02335700,Baton Rouge General Medical Center,Baton Rouge,LA,70806-3820,44834.0,Non Profit,2.7
1070.0,02582200,BELBO Beauty Institute,Shreveport,LA,71105-2404,44926.0,Proprietary,1.5
1071.0,03027300,Blalock's Professional Beauty College,Shreveport,LA,71108-5745,44926.0,Proprietary,1.8
1072.0,04226000,Bos-Man's Barber College,Shreveport,LA,71108-2653,44926.0,Proprietary,3.0
1073.0,04299500,Bridges Christian College,New Orleans,LA,70115-6305,44773.0,Non Profit,2.1
1074.0,01288000,Celebrity A Paul Mitchell Franchise School (The),Monroe,LA,71201-5167,44926.0,Proprietary,3.0
1075.0,00200300,Centenary College of Louisiana,Shreveport,LA,71104-3396,45107.0,Non Profit,1.9
1076.0,02338000,Cloyd's Barber School #2,Monroe,LA,71202-3539,44926.0,Proprietary,3.0
1077.0,01109700,Cloyd's Beauty School #1,West Monroe,LA,71291-3131,44926.0,Proprietary,3.0
1078.0,02352500,Cloyd's Beauty School #3,Monroe,LA,71201-3211,44926.0,Proprietary,3.0
1079.0,04040300,Compass Career College,Hammond,LA,70403-0653,44926.0,Proprietary,2.1
1080.0,02548500,Cosmetology Training Center,Lafayette,LA,70503-5138,45016.0,Proprietary,2.9
1081.0,03010400,Crescent City School of Gaming & Bartending,New Orleans,LA,70119-5507,44926.0,Proprietary,3.0
1082.0,03332600,Delta College,Covington,LA,70433-8514,44926.0,Proprietary,2.0
1083.0,02538300,Delta College of Arts & Technology,Baton Rouge,LA,70806-1529,44926.0,Proprietary,1.6
1084.0,02619200,Denham Springs Beauty College,Denham Springs,LA,70726-3829,45077.0,Proprietary,2.3
1085.0,02260200,Diesel Driving Academy,Shreveport,LA,71109-5209,45107.0,Proprietary,2.1
1086.0,03030900,Diesel Driving Academy,Baton Rouge,LA,70815-8109,45107.0,Proprietary,2.1
1087.0,04260500,Digital Media Institute,Shreveport,LA,71103-3600,44834.0,Non Profit,2.2
1088.0,00200400,Dillard University,New Orleans,LA,70122-3097,45107.0,Non Profit,3.0
1089.0,03480300,Fortis College,Baton Rouge,LA,70817-6244,45107.0,Proprietary,-0.5
1090.0,03106200,Franciscan Missionaries of Our Lady University,Baton Rouge,LA,70808-4345,45107.0,Non Profit,2.7
1091.0,04217000,Healthcare Training Institute,Kenner,LA,70062-7630,44926.0,Proprietary,1.1
1092.0,04245400,Infinity College,Lafayette,LA,70501-0000,45107.0,Proprietary,2.3
1093.0,02166200,ITI Technical College,Baton Rouge,LA,70817-5927,44926.0,Proprietary,1.7
1094.0,02265600,John Jay Beauty College,Kenner,LA,70062-4702,44926.0,Proprietary,3.0
1095.0,04264800,J's Barber College,New Iberia,LA,70560-6138,44926.0,Proprietary,3.0
1096.0,02518300,LaSalle Tech,Houma,LA,70363-5173,45077.0,Proprietary,1.9
1097.0,02536400,Louisiana Academy of Beauty,Eunice,LA,70535-3512,44804.0,Proprietary,1.8
1098.0,00200700,Louisiana Christian University,Pineville,LA,71360-5122,44773.0,Non Profit,2.2
1099.0,04112300,Louisiana Culinary Institute,Baton Rouge,LA,70816-4109,44926.0,Proprietary,2.3
1100.0,00201600,Loyola University New Orleans,New Orleans,LA,70118-6195,44773.0,Non Profit,2.3
1101.0,03356300,Medical Training College,Baton Rouge,LA,70816-8190,44926.0,Proprietary,1.7
1102.0,03727500,Moore Career College,Baton Rouge,LA,70817-4182,44926.0,Proprietary,-1.0
1103.0,04151600,My-Le's Beauty College,Gretna,LA,70056-3150,44926.0,Proprietary,2.8
1104.0,03498400,Omega Institute of Cosmetology,Houma,LA,70360-0000,44926.0,Proprietary,3.0
1105.0,02601100,Opelousas School of Cosmetology,Opelousas,LA,70570-6156,44926.0,Proprietary,2.3
1106.0,04234600,Park Place Premier Barber School,New Orleans,LA,70122-3808,44926.0,Proprietary,-1.0
1107.0,02554800,Paul Mitchell The School New Orleans,Metairie,LA,70002-4705,44926.0,Proprietary,1.9
1108.0,02327800,Pineville Beauty School,Pineville,LA,71360-6495,45046.0,Proprietary,2.5
1109.0,04268100,Ray J's College of Hair,Baton Rouge,LA,70806-1522,44926.0,Proprietary,3.0
1110.0,00202700,Saint Joseph Seminary College,Saint Benedict,LA,70457-9990,45107.0,Non Profit,3.0
1111.0,02358600,Stage One The Hair School,Lake Charles,LA,70605-1625,44926.0,Proprietary,1.7
1112.0,02269300,Stevenson's Academy of Hair Design,New Orleans,LA,70114-4327,45107.0,Proprietary,-0.2
1113.0,03789300,Unitech Training Academy,Lafayette,LA,70506-7215,44926.0,Proprietary,2.0
1114.0,00202300,University of Holy Cross,New Orleans,LA,70131-7399,45107.0,Non Profit,2.5
1115.0,04248900,VH Barber & Styling Academy,Bossier City,LA,71111-4409,44926.0,Proprietary,2.9
1116.0,04246700,Williams Technical College,Houma,LA,70360-2816,44926.0,Proprietary,3.0
1117.0,00203200,Xavier University of Louisiana,New Orleans,LA,70125-1098,45107.0,Non Profit,2.4
1118.0,04193100,Alexander Academy,Lunenburg,MA,01462-0000,44926.0,Proprietary,2.1
1119.0,00211400,American International College,Springfield,MA,01109-3189,45107.0,Non Profit,2.6
1120.0,00211500,Amherst College,Amherst,MA,01002-5000,45107.0,Non Profit,2.8
1121.0,00211700,Anna Maria College,Paxton,MA,01612-1198,45107.0,Non Profit,2.1
1122.0,00211800,Assumption University,Worcester,MA,01615-1294,45077.0,Non Profit,2.2
1123.0,00212100,Babson College,Babson Park,MA,02457-0310,45107.0,Non Profit,3.0
1124.0,02337400,Bancroft School of Massage Therapy,Worcester,MA,01604-4614,44865.0,Proprietary,2.7
1125.0,00212200,Bay Path University,Longmeadow,MA,01106-2212,45107.0,Non Profit,3.0
1126.0,00215100,Benjamin Franklin Cummings Institute,Boston,MA,02116-6296,45107.0,Non Profit,1.9
1127.0,00212400,Bentley University,Waltham,MA,02452-4705,45107.0,Non Profit,3.0
1128.0,00212600,Berklee College of Music,Boston,MA,02215-3693,45077.0,Non Profit,3.0
1129.0,00396600,Boston Architectural College,Boston,MA,02115-2795,45107.0,Non Profit,2.0
1130.0,00212800,Boston College,Chestnut Hill,MA,02467-3800,45077.0,Non Profit,3.0
1131.0,03194300,Boston Graduate School of Psychoanalysis,Brookline,MA,02446-4602,44773.0,Non Profit,3.0
1132.0,00213000,Boston University,Boston,MA,02215-1789,45107.0,Non Profit,3.0
1133.0,00213300,Brandeis University,Waltham,MA,02453-2728,45107.0,Non Profit,2.7
1134.0,02182900,Cambridge College,Boston,MA,02129-1647,44804.0,Non Profit,2.2
1135.0,02220400,Catherine Hinds Institute of Esthetics,Woburn,MA,01801-6815,44926.0,Proprietary,2.4
1136.0,00213900,Clark University,Worcester,MA,01610-1473,45077.0,Non Profit,2.4
1137.0,03240300,Collectiv Academy,Worcester,MA,01605-2213,44926.0,Proprietary,1.6
1138.0,00214000,College of Our Lady of the Elms,Chicopee,MA,01013-2839,45107.0,Non Profit,3.0
1139.0,00214100,College of the Holy Cross,Worcester,MA,01610-2395,45107.0,Non Profit,3.0
1140.0,02274300,Conway School of Landscape Design,Northampton,MA,01060-3687,45107.0,Non Profit,3.0
1141.0,00214300,Curry College,Milton,MA,02186-2395,45077.0,Non Profit,2.1
1142.0,00214400,Dean College,Franklin,MA,02038-1994,45077.0,Non Profit,2.4
1143.0,04116900,DiGrigoli School of Cosmetology,West Springfield,MA,01089-4623,44926.0,Proprietary,0.8
1144.0,00214500,Eastern Nazarene College,Quincy,MA,02170-2999,45107.0,Non Profit,1.6
1145.0,03859300,EINE Electrology/Esthetics Institute of NE,Tewksbury,MA,01876-4709,44926.0,Proprietary,3.0
1146.0,00214600,Emerson College,Boston,MA,02116-4624,45107.0,Non Profit,3.0
1147.0,00214700,Emmanuel College,Boston,MA,02115-5798,45107.0,Non Profit,2.0
1148.0,00214800,Endicott College,Beverly,MA,01915-2098,45107.0,Non Profit,3.0
1149.0,03316400,FINE Mortuary College,Norwood,MA,02062-4766,45077.0,Proprietary,2.7
1150.0,00215000,Fisher College,Boston,MA,02116-1500,45107.0,Non Profit,3.0
1151.0,03946300,Franklin W. Olin College of Engineering,Needham,MA,02492-1200,45107.0,Non Profit,2.2
1152.0,00215300,Gordon College,Wenham,MA,01984-1899,45107.0,Non Profit,3.0
1153.0,00974700,Gordon Conwell Theological Seminary,South Hamilton,MA,01982-2325,45107.0,Non Profit,1.0
1154.0,00466100,Hampshire College,Amherst,MA,01002-3359,45107.0,Non Profit,0.6
1155.0,00215500,Harvard University,Cambridge,MA,02138-3800,45107.0,Non Profit,2.8
1156.0,00215400,Hellenic College & Holy Cross Greek Orthodox School of Theology,Brookline,MA,02445-7496,45107.0,Non Profit,2.9
1157.0,04143200,Hult International Business School,Cambridge,MA,02141-1805,44773.0,Non Profit,1.3
1158.0,04229200,Jupiter Beauty Academy,Boston,MA,02122-2834,44926.0,Proprietary,2.6
1159.0,00632400,Laboure College of Healthcare,Milton,MA,02186-4253,45107.0,Non Profit,2.7
1160.0,00215800,Lasell University,Newton,MA,02466-2716,45107.0,Non Profit,2.0
1161.0,00633100,Lawrence Memorial Hospital School of Nursing,Medford,MA,02155-1643,44834.0,Non Profit,0.0
1162.0,00216000,Lesley University,Cambridge,MA,02138-2790,45107.0,Non Profit,3.0
1163.0,00989900,Lowell Academy Hair Styling Institute,Lowell,MA,01852-1909,44926.0,Proprietary,1.6
1164.0,02092100,Massachusetts School of Barbering,Quincy,MA,02169-5058,45107.0,Proprietary,2.4
1165.0,03235300,Massachusetts School of Law at Andover,Andover,MA,01810-1094,44773.0,Non Profit,2.2
1166.0,00216500,MCPHS University,Boston,MA,02115-5804,45107.0,Non Profit,3.0
1167.0,00212000,Merrimack College,North Andover,MA,01845-5800,45107.0,Non Profit,3.0
1168.0,02231600,MGH Institute of Health Professions,Boston,MA,02129-4557,44834.0,Non Profit,2.2
1169.0,02063000,Montserrat College of Art,Beverly,MA,01915-4508,45107.0,Non Profit,1.6
1170.0,03115200,MotoRing Technical Training Institute,Seekonk,MA,02771-5933,44926.0,Proprietary,3.0
1171.0,00219200,Mount Holyoke College,South Hadley,MA,01075-1492,45107.0,Non Profit,3.0
1172.0,00613600,National Aviation Academy - New England,Concord,MA,01742-2620,45107.0,Proprietary,2.7
1173.0,00216400,New England College of Optometry (The),Boston,MA,02115-1129,45107.0,Non Profit,3.0
1174.0,00219400,New England Conservatory of Music,Boston,MA,02115-5018,45107.0,Non Profit,2.2
1175.0,02122000,New England Hair Academy,Malden,MA,02148-5118,45107.0,Proprietary,3.0
1176.0,00891600,New England Law | Boston,Boston,MA,02116-5687,45107.0,Non Profit,3.0
1177.0,00219700,Nichols College,Dudley,MA,01571-6346,45107.0,Non Profit,2.0
1178.0,02197900,North Bennet Street School,Boston,MA,02109-0000,44773.0,Non Profit,2.2
1179.0,00219900,Northeastern University,Boston,MA,02115-5000,45107.0,Non Profit,3.0
1180.0,03570500,Northpoint Bible College,Haverhill,MA,01835-0000,45046.0,Non Profit,0.6
1181.0,00220600,Regis College,Weston,MA,02493-1571,45107.0,Non Profit,2.3
1182.0,02137000,Rob Roy Academy,Taunton,MA,02780-3212,44926.0,Proprietary,1.8
1183.0,02181600,Rob Roy Academy,Worcester,MA,01609-2038,44926.0,Proprietary,1.8
1184.0,01294800,Rob Roy Academy,Fall River,MA,02721-5330,44926.0,Proprietary,1.8
1185.0,02339400,Rob Roy Academy,New Bedford,MA,02746-2114,44926.0,Proprietary,1.8
1186.0,00221400,Saint John's Seminary,Boston,MA,02135-8839,45107.0,Non Profit,2.2
1187.0,00220800,Simmons University,Boston,MA,02115-5898,45107.0,Non Profit,2.4
1188.0,00220900,Smith College,Northampton,MA,01063-2936,45107.0,Non Profit,3.0
1189.0,00221100,Springfield College,Springfield,MA,01109-3797,45107.0,Non Profit,2.1
1190.0,00221700,Stonehill College,Easton,MA,02357-6110,45107.0,Non Profit,2.6
1191.0,00221800,Suffolk University,Boston,MA,02108-2770,45107.0,Non Profit,1.9
1192.0,04254100,Technology Learning Center,Oxford,MA,01540-1411,44926.0,Proprietary,1.8
1193.0,00221900,Tufts University,Medford,MA,02155-5808,45107.0,Non Profit,2.7
1194.0,03130500,Urban College of Boston,Boston,MA,02116-1093,45107.0,Non Profit,3.0
1195.0,00222400,Wellesley College,Wellesley,MA,02481-8203,45107.0,Non Profit,3.0
1196.0,00222500,Wentworth Institute of Technology,Boston,MA,02115-5998,45107.0,Non Profit,2.7
1197.0,00222700,Wheaton College,Norton,MA,02766-2322,45107.0,Non Profit,3.0
1198.0,02163600,William James College,Newton,MA,02459-3211,45077.0,Non Profit,2.7
1199.0,00222900,Williams College,Williamstown,MA,01267-2600,45107.0,Non Profit,3.0
1200.0,00223300,Worcester Polytechnic Institute,Worcester,MA,01609-2280,45107.0,Non Profit,2.7
1201.0,03493300,All-State Career,Baltimore,MD,21224-6614,45107.0,Proprietary,-0.5
1202.0,04204000,Aspen Beauty Academy - Laurel,Laurel,MD,20724-2013,44926.0,Proprietary,1.6
1203.0,02269700,Aveda Institute Maryland,Bel Air,MD,21014-3639,44926.0,Proprietary,1.6
1204.0,00826300,Award Beauty School-,Hagerstown,MD,21740-5624,44926.0,Proprietary,2.9
1205.0,04188400,Bais HaMedrash and Mesivta of Baltimore,Baltimore,MD,21209-1613,44804.0,Non Profit,3.0
1206.0,02494700,Baltimore Studio of Hair Design,Baltimore,MD,21201-3420,45107.0,Proprietary,2.7
1207.0,00143600,Capitol Technology University,Laurel,MD,20708-9759,45107.0,Non Profit,2.8
1208.0,03296300,Cortiva Institute,Linthicum,MD,21090-2261,44926.0,Proprietary,2.4
1209.0,00744700,Del-Mar-Va Beauty Academy,Salisbury,MD,21804-6952,44804.0,Proprietary,2.1
1210.0,01031900,Fortis Institute - Towson,Towson,MD,21204-2503,45107.0,Proprietary,-0.5
1211.0,00207300,Goucher College,Baltimore,MD,21204-2794,45107.0,Non Profit,2.2
